block,card,alt,title,cost,nature,farmland,meals_nature,meals_farmland,access,distance,treatment,alt_id,card_id,card_dcreate,ind_id,pooled_card_id,ind_card_id,choice,asc,access_indicator,access_nature,access_farmland,access_distance,distance_nature,distance_farmland,distance_meals_nature,distance_meals_farmland
4,2,1,Project,50,0,40,0,0,Trails and Tables,25,near,39,20,2,19,20,110,0,0,1,0,40,25,0,1000,0,0
4,2,2,No Project,0,0,0,0,0,No Recreation,0,near,40,20,2,19,20,110,1,1,1,0,0,0,0,0,0,0
4,3,1,Project,500,120,0,12,0,Picnic Tables,25,near,41,21,3,19,21,111,0,0,1,120,0,25,3000,0,300,0
4,3,2,No Project,0,0,0,0,0,No Recreation,0,near,42,21,3,19,21,111,1,1,1,0,0,0,0,0,0,0
4,4,1,Project,100,80,120,6,0,Trails and Tables,15,near,43,22,14,19,22,112,0,0,1,80,120,15,1200,1800,90,0
4,4,2,No Project,0,0,0,0,0,No Recreation,0,near,44,22,14,19,22,112,1,1,1,0,0,0,0,0,0,0
4,5,1,Project,1000,80,120,0,0,Maintained Trails,10,near,45,23,20,19,23,113,1,0,1,80,120,10,800,1200,0,0
4,5,2,No Project,0,0,0,0,0,No Recreation,0,near,46,23,20,19,23,113,0,1,1,0,0,0,0,0,0,0
4,6,1,Project,5,0,120,0,6,Maintained Trails,15,near,47,24,24,19,24,114,1,0,1,0,120,15,0,1800,0,90
4,6,2,No Project,0,0,0,0,0,No Recreation,0,near,48,24,24,19,24,114,0,1,1,0,0,0,0,0,0,0
5,1,1,Project,5,80,40,12,2,Trails and Tables,25,near,49,25,4,20,25,115,0,0,1,80,40,25,2000,1000,300,50
5,1,2,No Project,0,0,0,0,0,No Recreation,0,near,50,25,4,20,25,115,1,1,1,0,0,0,0,0,0,0
5,2,1,Project,20,40,120,12,0,No Recreation,25,near,51,26,7,20,26,116,0,0,1,40,120,25,1000,3000,300,0
5,2,2,No Project,0,0,0,0,0,No Recreation,0,near,52,26,7,20,26,116,1,1,1,0,0,0,0,0,0,0
5,3,1,Project,500,80,120,2,12,Picnic Tables,25,near,53,27,11,20,27,117,1,0,1,80,120,25,2000,3000,50,300
5,3,2,No Project,0,0,0,0,0,No Recreation,0,near,54,27,11,20,27,117,0,1,1,0,0,0,0,0,0,0
5,4,1,Project,1000,0,80,0,12,Trails and Tables,10,near,55,28,16,20,28,118,0,0,1,0,80,10,0,800,0,120
5,4,2,No Project,0,0,0,0,0,No Recreation,0,near,56,28,16,20,28,118,1,1,1,0,0,0,0,0,0,0
5,5,1,Project,50,80,0,2,0,No Recreation,10,near,57,29,17,20,29,119,0,0,1,80,0,10,800,0,20,0
5,5,2,No Project,0,0,0,0,0,No Recreation,0,near,58,29,17,20,29,119,1,1,1,0,0,0,0,0,0,0
5,6,1,Project,20,120,80,6,2,Picnic Tables,10,near,59,30,21,20,30,120,1,0,1,120,80,10,1200,800,60,20
5,6,2,No Project,0,0,0,0,0,No Recreation,0,near,60,30,21,20,30,120,0,1,1,0,0,0,0,0,0,0
1,1,1,Project,20,120,120,12,12,Trails and Tables,25,near,1,1,5,21,1,121,0,0,1,120,120,25,3000,3000,300,300
1,1,2,No Project,0,0,0,0,0,No Recreation,0,near,2,1,5,21,1,121,1,1,1,0,0,0,0,0,0,0
1,2,1,Project,100,0,120,0,2,No Recreation,10,near,3,2,8,21,2,122,0,0,1,0,120,10,0,1200,0,20
1,2,2,No Project,0,0,0,0,0,No Recreation,0,near,4,2,8,21,2,122,1,1,1,0,0,0,0,0,0,0
1,3,1,Project,500,40,120,0,2,Trails and Tables,25,near,5,3,15,21,3,123,1,0,1,40,120,25,1000,3000,0,50
1,3,2,No Project,0,0,0,0,0,No Recreation,0,near,6,3,15,21,3,123,0,1,1,0,0,0,0,0,0,0
1,4,1,Project,500,120,80,2,0,No Recreation,15,near,7,4,26,21,4,124,1,0,1,120,80,15,1800,1200,30,0
1,4,2,No Project,0,0,0,0,0,No Recreation,0,near,8,4,26,21,4,124,0,1,1,0,0,0,0,0,0,0
1,5,1,Project,50,120,120,6,12,No Recreation,25,near,9,5,27,21,5,125,0,0,1,120,120,25,3000,3000,150,300
1,5,2,No Project,0,0,0,0,0,No Recreation,0,near,10,5,27,21,5,125,1,1,1,0,0,0,0,0,0,0
1,6,1,Project,100,120,40,0,6,Picnic Tables,10,near,11,6,29,21,6,126,0,0,1,120,40,10,1200,400,0,60
1,6,2,No Project,0,0,0,0,0,No Recreation,0,near,12,6,29,21,6,126,1,1,1,0,0,0,0,0,0,0
2,1,1,Project,20,120,0,0,0,Trails and Tables,15,near,13,7,6,22,7,127,0,0,1,120,0,15,1800,0,0,0
2,1,2,No Project,0,0,0,0,0,No Recreation,0,near,14,7,6,22,7,127,1,1,1,0,0,0,0,0,0,0
2,2,1,Project,100,40,40,2,12,Maintained Trails,25,near,15,8,9,22,8,128,1,0,1,40,40,25,1000,1000,50,300
2,2,2,No Project,0,0,0,0,0,No Recreation,0,near,16,8,9,22,8,128,0,1,1,0,0,0,0,0,0,0
2,3,1,Project,5,120,120,2,0,Maintained Trails,25,near,17,9,12,22,9,129,0,0,1,120,120,25,3000,3000,50,0
2,3,2,No Project,0,0,0,0,0,No Recreation,0,near,18,9,12,22,9,129,1,1,1,0,0,0,0,0,0,0
2,4,1,Project,5,120,120,12,12,No Recreation,10,near,19,10,19,22,10,130,0,0,1,120,120,10,1200,1200,120,120
2,4,2,No Project,0,0,0,0,0,No Recreation,0,near,20,10,19,22,10,130,1,1,1,0,0,0,0,0,0,0
2,5,1,Project,50,40,80,0,12,Picnic Tables,15,near,21,11,25,22,11,131,0,0,1,40,80,15,600,1200,0,180
2,5,2,No Project,0,0,0,0,0,No Recreation,0,near,22,11,25,22,11,131,1,1,1,0,0,0,0,0,0,0
2,6,1,Project,20,80,40,0,6,No Recreation,25,near,23,12,28,22,12,132,0,0,1,80,40,25,2000,1000,0,150
2,6,2,No Project,0,0,0,0,0,No Recreation,0,near,24,12,28,22,12,132,1,1,1,0,0,0,0,0,0,0
3,1,1,Project,100,80,80,12,6,Maintained Trails,10,near,25,13,10,23,13,133,1,0,1,80,80,10,800,800,120,60
3,1,2,No Project,0,0,0,0,0,No Recreation,0,near,26,13,10,23,13,133,0,1,1,0,0,0,0,0,0,0
3,2,1,Project,500,120,40,6,12,Maintained Trails,10,near,27,14,13,23,14,134,1,0,1,120,40,10,1200,400,60,120
3,2,2,No Project,0,0,0,0,0,No Recreation,0,near,28,14,13,23,14,134,0,1,1,0,0,0,0,0,0,0
3,3,1,Project,5,40,40,12,0,Trails and Tables,10,near,29,15,18,23,15,135,1,0,1,40,40,10,400,400,120,0
3,3,2,No Project,0,0,0,0,0,No Recreation,0,near,30,15,18,23,15,135,0,1,1,0,0,0,0,0,0,0
3,4,1,Project,50,120,120,2,6,Trails and Tables,10,near,31,16,22,23,16,136,0,0,1,120,120,10,1200,1200,20,60
3,4,2,No Project,0,0,0,0,0,No Recreation,0,near,32,16,22,23,16,136,1,1,1,0,0,0,0,0,0,0
3,5,1,Project,1000,40,120,6,6,No Recreation,10,near,33,17,23,23,17,137,1,0,1,40,120,10,400,1200,60,60
3,5,2,No Project,0,0,0,0,0,No Recreation,0,near,34,17,23,23,17,137,0,1,1,0,0,0,0,0,0,0
3,6,1,Project,1000,120,40,12,2,Picnic Tables,15,near,35,18,30,23,18,138,1,0,1,120,40,15,1800,600,180,30
3,6,2,No Project,0,0,0,0,0,No Recreation,0,near,36,18,30,23,18,138,0,1,1,0,0,0,0,0,0,0
4,1,1,Project,5,0,80,0,12,No Recreation,25,near,37,19,1,24,19,139,1,0,1,0,80,25,0,2000,0,300
4,1,2,No Project,0,0,0,0,0,No Recreation,0,near,38,19,1,24,19,139,0,1,1,0,0,0,0,0,0,0
4,2,1,Project,50,0,40,0,0,Trails and Tables,25,near,39,20,2,24,20,140,0,0,1,0,40,25,0,1000,0,0
4,2,2,No Project,0,0,0,0,0,No Recreation,0,near,40,20,2,24,20,140,1,1,1,0,0,0,0,0,0,0
4,3,1,Project,500,120,0,12,0,Picnic Tables,25,near,41,21,3,24,21,141,1,0,1,120,0,25,3000,0,300,0
4,3,2,No Project,0,0,0,0,0,No Recreation,0,near,42,21,3,24,21,141,0,1,1,0,0,0,0,0,0,0
4,4,1,Project,100,80,120,6,0,Trails and Tables,15,near,43,22,14,24,22,142,0,0,1,80,120,15,1200,1800,90,0
4,4,2,No Project,0,0,0,0,0,No Recreation,0,near,44,22,14,24,22,142,1,1,1,0,0,0,0,0,0,0
4,5,1,Project,1000,80,120,0,0,Maintained Trails,10,near,45,23,20,24,23,143,1,0,1,80,120,10,800,1200,0,0
4,5,2,No Project,0,0,0,0,0,No Recreation,0,near,46,23,20,24,23,143,0,1,1,0,0,0,0,0,0,0
4,6,1,Project,5,0,120,0,6,Maintained Trails,15,near,47,24,24,24,24,144,0,0,1,0,120,15,0,1800,0,90
4,6,2,No Project,0,0,0,0,0,No Recreation,0,near,48,24,24,24,24,144,1,1,1,0,0,0,0,0,0,0
5,1,1,Project,5,80,40,12,2,Trails and Tables,25,near,49,25,4,25,25,145,0,0,1,80,40,25,2000,1000,300,50
5,1,2,No Project,0,0,0,0,0,No Recreation,0,near,50,25,4,25,25,145,1,1,1,0,0,0,0,0,0,0
5,2,1,Project,20,40,120,12,0,No Recreation,25,near,51,26,7,25,26,146,0,0,1,40,120,25,1000,3000,300,0
5,2,2,No Project,0,0,0,0,0,No Recreation,0,near,52,26,7,25,26,146,1,1,1,0,0,0,0,0,0,0
5,3,1,Project,500,80,120,2,12,Picnic Tables,25,near,53,27,11,25,27,147,0,0,1,80,120,25,2000,3000,50,300
5,3,2,No Project,0,0,0,0,0,No Recreation,0,near,54,27,11,25,27,147,1,1,1,0,0,0,0,0,0,0
5,4,1,Project,1000,0,80,0,12,Trails and Tables,10,near,55,28,16,25,28,148,1,0,1,0,80,10,0,800,0,120
5,4,2,No Project,0,0,0,0,0,No Recreation,0,near,56,28,16,25,28,148,0,1,1,0,0,0,0,0,0,0
5,5,1,Project,50,80,0,2,0,No Recreation,10,near,57,29,17,25,29,149,0,0,1,80,0,10,800,0,20,0
5,5,2,No Project,0,0,0,0,0,No Recreation,0,near,58,29,17,25,29,149,1,1,1,0,0,0,0,0,0,0
5,6,1,Project,20,120,80,6,2,Picnic Tables,10,near,59,30,21,25,30,150,0,0,1,120,80,10,1200,800,60,20
5,6,2,No Project,0,0,0,0,0,No Recreation,0,near,60,30,21,25,30,150,1,1,1,0,0,0,0,0,0,0
1,1,1,Project,20,120,120,12,12,Trails and Tables,25,near,1,1,5,26,1,151,0,0,1,120,120,25,3000,3000,300,300
1,1,2,No Project,0,0,0,0,0,No Recreation,0,near,2,1,5,26,1,151,1,1,1,0,0,0,0,0,0,0
1,2,1,Project,100,0,120,0,2,No Recreation,10,near,3,2,8,26,2,152,1,0,1,0,120,10,0,1200,0,20
1,2,2,No Project,0,0,0,0,0,No Recreation,0,near,4,2,8,26,2,152,0,1,1,0,0,0,0,0,0,0
1,3,1,Project,500,40,120,0,2,Trails and Tables,25,near,5,3,15,26,3,153,0,0,1,40,120,25,1000,3000,0,50
1,3,2,No Project,0,0,0,0,0,No Recreation,0,near,6,3,15,26,3,153,1,1,1,0,0,0,0,0,0,0
1,4,1,Project,500,120,80,2,0,No Recreation,15,near,7,4,26,26,4,154,1,0,1,120,80,15,1800,1200,30,0
1,4,2,No Project,0,0,0,0,0,No Recreation,0,near,8,4,26,26,4,154,0,1,1,0,0,0,0,0,0,0
1,5,1,Project,50,120,120,6,12,No Recreation,25,near,9,5,27,26,5,155,0,0,1,120,120,25,3000,3000,150,300
1,5,2,No Project,0,0,0,0,0,No Recreation,0,near,10,5,27,26,5,155,1,1,1,0,0,0,0,0,0,0
1,6,1,Project,100,120,40,0,6,Picnic Tables,10,near,11,6,29,26,6,156,1,0,1,120,40,10,1200,400,0,60
1,6,2,No Project,0,0,0,0,0,No Recreation,0,near,12,6,29,26,6,156,0,1,1,0,0,0,0,0,0,0
2,1,1,Project,20,120,0,0,0,Trails and Tables,15,near,13,7,6,27,7,157,1,0,1,120,0,15,1800,0,0,0
2,1,2,No Project,0,0,0,0,0,No Recreation,0,near,14,7,6,27,7,157,0,1,1,0,0,0,0,0,0,0
2,2,1,Project,100,40,40,2,12,Maintained Trails,25,near,15,8,9,27,8,158,0,0,1,40,40,25,1000,1000,50,300
2,2,2,No Project,0,0,0,0,0,No Recreation,0,near,16,8,9,27,8,158,1,1,1,0,0,0,0,0,0,0
2,3,1,Project,5,120,120,2,0,Maintained Trails,25,near,17,9,12,27,9,159,0,0,1,120,120,25,3000,3000,50,0
2,3,2,No Project,0,0,0,0,0,No Recreation,0,near,18,9,12,27,9,159,1,1,1,0,0,0,0,0,0,0
2,4,1,Project,5,120,120,12,12,No Recreation,10,near,19,10,19,27,10,160,0,0,1,120,120,10,1200,1200,120,120
2,4,2,No Project,0,0,0,0,0,No Recreation,0,near,20,10,19,27,10,160,1,1,1,0,0,0,0,0,0,0
2,5,1,Project,50,40,80,0,12,Picnic Tables,15,near,21,11,25,27,11,161,0,0,1,40,80,15,600,1200,0,180
2,5,2,No Project,0,0,0,0,0,No Recreation,0,near,22,11,25,27,11,161,1,1,1,0,0,0,0,0,0,0
2,6,1,Project,20,80,40,0,6,No Recreation,25,near,23,12,28,27,12,162,0,0,1,80,40,25,2000,1000,0,150
2,6,2,No Project,0,0,0,0,0,No Recreation,0,near,24,12,28,27,12,162,1,1,1,0,0,0,0,0,0,0
3,1,1,Project,100,80,80,12,6,Maintained Trails,10,near,25,13,10,28,13,163,0,0,1,80,80,10,800,800,120,60
3,1,2,No Project,0,0,0,0,0,No Recreation,0,near,26,13,10,28,13,163,1,1,1,0,0,0,0,0,0,0
3,2,1,Project,500,120,40,6,12,Maintained Trails,10,near,27,14,13,28,14,164,0,0,1,120,40,10,1200,400,60,120
3,2,2,No Project,0,0,0,0,0,No Recreation,0,near,28,14,13,28,14,164,1,1,1,0,0,0,0,0,0,0
3,3,1,Project,5,40,40,12,0,Trails and Tables,10,near,29,15,18,28,15,165,1,0,1,40,40,10,400,400,120,0
3,3,2,No Project,0,0,0,0,0,No Recreation,0,near,30,15,18,28,15,165,0,1,1,0,0,0,0,0,0,0
3,4,1,Project,50,120,120,2,6,Trails and Tables,10,near,31,16,22,28,16,166,0,0,1,120,120,10,1200,1200,20,60
3,4,2,No Project,0,0,0,0,0,No Recreation,0,near,32,16,22,28,16,166,1,1,1,0,0,0,0,0,0,0
3,5,1,Project,1000,40,120,6,6,No Recreation,10,near,33,17,23,28,17,167,1,0,1,40,120,10,400,1200,60,60
3,5,2,No Project,0,0,0,0,0,No Recreation,0,near,34,17,23,28,17,167,0,1,1,0,0,0,0,0,0,0
3,6,1,Project,1000,120,40,12,2,Picnic Tables,15,near,35,18,30,28,18,168,1,0,1,120,40,15,1800,600,180,30
3,6,2,No Project,0,0,0,0,0,No Recreation,0,near,36,18,30,28,18,168,0,1,1,0,0,0,0,0,0,0
4,1,1,Project,5,0,80,0,12,No Recreation,25,near,37,19,1,29,19,169,1,0,1,0,80,25,0,2000,0,300
4,1,2,No Project,0,0,0,0,0,No Recreation,0,near,38,19,1,29,19,169,0,1,1,0,0,0,0,0,0,0
4,2,1,Project,50,0,40,0,0,Trails and Tables,25,near,39,20,2,29,20,170,1,0,1,0,40,25,0,1000,0,0
4,2,2,No Project,0,0,0,0,0,No Recreation,0,near,40,20,2,29,20,170,0,1,1,0,0,0,0,0,0,0
4,3,1,Project,500,120,0,12,0,Picnic Tables,25,near,41,21,3,29,21,171,0,0,1,120,0,25,3000,0,300,0
4,3,2,No Project,0,0,0,0,0,No Recreation,0,near,42,21,3,29,21,171,1,1,1,0,0,0,0,0,0,0
4,4,1,Project,100,80,120,6,0,Trails and Tables,15,near,43,22,14,29,22,172,0,0,1,80,120,15,1200,1800,90,0
4,4,2,No Project,0,0,0,0,0,No Recreation,0,near,44,22,14,29,22,172,1,1,1,0,0,0,0,0,0,0
4,5,1,Project,1000,80,120,0,0,Maintained Trails,10,near,45,23,20,29,23,173,1,0,1,80,120,10,800,1200,0,0
4,5,2,No Project,0,0,0,0,0,No Recreation,0,near,46,23,20,29,23,173,0,1,1,0,0,0,0,0,0,0
4,6,1,Project,5,0,120,0,6,Maintained Trails,15,near,47,24,24,29,24,174,1,0,1,0,120,15,0,1800,0,90
4,6,2,No Project,0,0,0,0,0,No Recreation,0,near,48,24,24,29,24,174,0,1,1,0,0,0,0,0,0,0
5,1,1,Project,5,80,40,12,2,Trails and Tables,25,near,49,25,4,30,25,175,1,0,1,80,40,25,2000,1000,300,50
5,1,2,No Project,0,0,0,0,0,No Recreation,0,near,50,25,4,30,25,175,0,1,1,0,0,0,0,0,0,0
5,2,1,Project,20,40,120,12,0,No Recreation,25,near,51,26,7,30,26,176,0,0,1,40,120,25,1000,3000,300,0
5,2,2,No Project,0,0,0,0,0,No Recreation,0,near,52,26,7,30,26,176,1,1,1,0,0,0,0,0,0,0
5,3,1,Project,500,80,120,2,12,Picnic Tables,25,near,53,27,11,30,27,177,1,0,1,80,120,25,2000,3000,50,300
5,3,2,No Project,0,0,0,0,0,No Recreation,0,near,54,27,11,30,27,177,0,1,1,0,0,0,0,0,0,0
5,4,1,Project,1000,0,80,0,12,Trails and Tables,10,near,55,28,16,30,28,178,1,0,1,0,80,10,0,800,0,120
5,4,2,No Project,0,0,0,0,0,No Recreation,0,near,56,28,16,30,28,178,0,1,1,0,0,0,0,0,0,0
5,5,1,Project,50,80,0,2,0,No Recreation,10,near,57,29,17,30,29,179,0,0,1,80,0,10,800,0,20,0
5,5,2,No Project,0,0,0,0,0,No Recreation,0,near,58,29,17,30,29,179,1,1,1,0,0,0,0,0,0,0
5,6,1,Project,20,120,80,6,2,Picnic Tables,10,near,59,30,21,30,30,180,1,0,1,120,80,10,1200,800,60,20
5,6,2,No Project,0,0,0,0,0,No Recreation,0,near,60,30,21,30,30,180,0,1,1,0,0,0,0,0,0,0
1,1,1,Project,20,120,120,12,12,Trails and Tables,25,near,1,1,5,31,1,181,0,0,1,120,120,25,3000,3000,300,300
1,1,2,No Project,0,0,0,0,0,No Recreation,0,near,2,1,5,31,1,181,1,1,1,0,0,0,0,0,0,0
1,2,1,Project,100,0,120,0,2,No Recreation,10,near,3,2,8,31,2,182,0,0,1,0,120,10,0,1200,0,20
1,2,2,No Project,0,0,0,0,0,No Recreation,0,near,4,2,8,31,2,182,1,1,1,0,0,0,0,0,0,0
1,3,1,Project,500,40,120,0,2,Trails and Tables,25,near,5,3,15,31,3,183,0,0,1,40,120,25,1000,3000,0,50
1,3,2,No Project,0,0,0,0,0,No Recreation,0,near,6,3,15,31,3,183,1,1,1,0,0,0,0,0,0,0
1,4,1,Project,500,120,80,2,0,No Recreation,15,near,7,4,26,31,4,184,1,0,1,120,80,15,1800,1200,30,0
1,4,2,No Project,0,0,0,0,0,No Recreation,0,near,8,4,26,31,4,184,0,1,1,0,0,0,0,0,0,0
1,5,1,Project,50,120,120,6,12,No Recreation,25,near,9,5,27,31,5,185,0,0,1,120,120,25,3000,3000,150,300
1,5,2,No Project,0,0,0,0,0,No Recreation,0,near,10,5,27,31,5,185,1,1,1,0,0,0,0,0,0,0
1,6,1,Project,100,120,40,0,6,Picnic Tables,10,near,11,6,29,31,6,186,0,0,1,120,40,10,1200,400,0,60
1,6,2,No Project,0,0,0,0,0,No Recreation,0,near,12,6,29,31,6,186,1,1,1,0,0,0,0,0,0,0
2,1,1,Project,20,120,0,0,0,Trails and Tables,15,near,13,7,6,32,7,187,1,0,1,120,0,15,1800,0,0,0
2,1,2,No Project,0,0,0,0,0,No Recreation,0,near,14,7,6,32,7,187,0,1,1,0,0,0,0,0,0,0
2,2,1,Project,100,40,40,2,12,Maintained Trails,25,near,15,8,9,32,8,188,0,0,1,40,40,25,1000,1000,50,300
2,2,2,No Project,0,0,0,0,0,No Recreation,0,near,16,8,9,32,8,188,1,1,1,0,0,0,0,0,0,0
2,3,1,Project,5,120,120,2,0,Maintained Trails,25,near,17,9,12,32,9,189,0,0,1,120,120,25,3000,3000,50,0
2,3,2,No Project,0,0,0,0,0,No Recreation,0,near,18,9,12,32,9,189,1,1,1,0,0,0,0,0,0,0
2,4,1,Project,5,120,120,12,12,No Recreation,10,near,19,10,19,32,10,190,0,0,1,120,120,10,1200,1200,120,120
2,4,2,No Project,0,0,0,0,0,No Recreation,0,near,20,10,19,32,10,190,1,1,1,0,0,0,0,0,0,0
2,5,1,Project,50,40,80,0,12,Picnic Tables,15,near,21,11,25,32,11,191,1,0,1,40,80,15,600,1200,0,180
2,5,2,No Project,0,0,0,0,0,No Recreation,0,near,22,11,25,32,11,191,0,1,1,0,0,0,0,0,0,0
2,6,1,Project,20,80,40,0,6,No Recreation,25,near,23,12,28,32,12,192,1,0,1,80,40,25,2000,1000,0,150
2,6,2,No Project,0,0,0,0,0,No Recreation,0,near,24,12,28,32,12,192,0,1,1,0,0,0,0,0,0,0
3,1,1,Project,100,80,80,12,6,Maintained Trails,10,near,25,13,10,33,13,193,0,0,1,80,80,10,800,800,120,60
3,1,2,No Project,0,0,0,0,0,No Recreation,0,near,26,13,10,33,13,193,1,1,1,0,0,0,0,0,0,0
3,2,1,Project,500,120,40,6,12,Maintained Trails,10,near,27,14,13,33,14,194,1,0,1,120,40,10,1200,400,60,120
3,2,2,No Project,0,0,0,0,0,No Recreation,0,near,28,14,13,33,14,194,0,1,1,0,0,0,0,0,0,0
3,3,1,Project,5,40,40,12,0,Trails and Tables,10,near,29,15,18,33,15,195,0,0,1,40,40,10,400,400,120,0
3,3,2,No Project,0,0,0,0,0,No Recreation,0,near,30,15,18,33,15,195,1,1,1,0,0,0,0,0,0,0
3,4,1,Project,50,120,120,2,6,Trails and Tables,10,near,31,16,22,33,16,196,0,0,1,120,120,10,1200,1200,20,60
3,4,2,No Project,0,0,0,0,0,No Recreation,0,near,32,16,22,33,16,196,1,1,1,0,0,0,0,0,0,0
3,5,1,Project,1000,40,120,6,6,No Recreation,10,near,33,17,23,33,17,197,0,0,1,40,120,10,400,1200,60,60
3,5,2,No Project,0,0,0,0,0,No Recreation,0,near,34,17,23,33,17,197,1,1,1,0,0,0,0,0,0,0
3,6,1,Project,1000,120,40,12,2,Picnic Tables,15,near,35,18,30,33,18,198,0,0,1,120,40,15,1800,600,180,30
3,6,2,No Project,0,0,0,0,0,No Recreation,0,near,36,18,30,33,18,198,1,1,1,0,0,0,0,0,0,0
4,1,1,Project,5,0,80,0,12,No Recreation,25,near,37,19,1,34,19,199,0,0,1,0,80,25,0,2000,0,300
4,1,2,No Project,0,0,0,0,0,No Recreation,0,near,38,19,1,34,19,199,1,1,1,0,0,0,0,0,0,0
4,2,1,Project,50,0,40,0,0,Trails and Tables,25,near,39,20,2,34,20,200,0,0,1,0,40,25,0,1000,0,0
4,2,2,No Project,0,0,0,0,0,No Recreation,0,near,40,20,2,34,20,200,1,1,1,0,0,0,0,0,0,0
4,3,1,Project,500,120,0,12,0,Picnic Tables,25,near,41,21,3,34,21,201,1,0,1,120,0,25,3000,0,300,0
4,3,2,No Project,0,0,0,0,0,No Recreation,0,near,42,21,3,34,21,201,0,1,1,0,0,0,0,0,0,0
4,4,1,Project,100,80,120,6,0,Trails and Tables,15,near,43,22,14,34,22,202,1,0,1,80,120,15,1200,1800,90,0
4,4,2,No Project,0,0,0,0,0,No Recreation,0,near,44,22,14,34,22,202,0,1,1,0,0,0,0,0,0,0
4,5,1,Project,1000,80,120,0,0,Maintained Trails,10,near,45,23,20,34,23,203,1,0,1,80,120,10,800,1200,0,0
4,5,2,No Project,0,0,0,0,0,No Recreation,0,near,46,23,20,34,23,203,0,1,1,0,0,0,0,0,0,0
4,6,1,Project,5,0,120,0,6,Maintained Trails,15,near,47,24,24,34,24,204,1,0,1,0,120,15,0,1800,0,90
4,6,2,No Project,0,0,0,0,0,No Recreation,0,near,48,24,24,34,24,204,0,1,1,0,0,0,0,0,0,0
5,1,1,Project,5,80,40,12,2,Trails and Tables,25,near,49,25,4,35,25,205,1,0,1,80,40,25,2000,1000,300,50
5,1,2,No Project,0,0,0,0,0,No Recreation,0,near,50,25,4,35,25,205,0,1,1,0,0,0,0,0,0,0
5,2,1,Project,20,40,120,12,0,No Recreation,25,near,51,26,7,35,26,206,1,0,1,40,120,25,1000,3000,300,0
5,2,2,No Project,0,0,0,0,0,No Recreation,0,near,52,26,7,35,26,206,0,1,1,0,0,0,0,0,0,0
5,3,1,Project,500,80,120,2,12,Picnic Tables,25,near,53,27,11,35,27,207,0,0,1,80,120,25,2000,3000,50,300
5,3,2,No Project,0,0,0,0,0,No Recreation,0,near,54,27,11,35,27,207,1,1,1,0,0,0,0,0,0,0
5,4,1,Project,1000,0,80,0,12,Trails and Tables,10,near,55,28,16,35,28,208,1,0,1,0,80,10,0,800,0,120
5,4,2,No Project,0,0,0,0,0,No Recreation,0,near,56,28,16,35,28,208,0,1,1,0,0,0,0,0,0,0
5,5,1,Project,50,80,0,2,0,No Recreation,10,near,57,29,17,35,29,209,0,0,1,80,0,10,800,0,20,0
5,5,2,No Project,0,0,0,0,0,No Recreation,0,near,58,29,17,35,29,209,1,1,1,0,0,0,0,0,0,0
5,6,1,Project,20,120,80,6,2,Picnic Tables,10,near,59,30,21,35,30,210,0,0,1,120,80,10,1200,800,60,20
5,6,2,No Project,0,0,0,0,0,No Recreation,0,near,60,30,21,35,30,210,1,1,1,0,0,0,0,0,0,0
1,1,1,Project,20,120,120,12,12,Trails and Tables,25,near,1,1,5,36,1,211,1,0,1,120,120,25,3000,3000,300,300
1,1,2,No Project,0,0,0,0,0,No Recreation,0,near,2,1,5,36,1,211,0,1,1,0,0,0,0,0,0,0
1,2,1,Project,100,0,120,0,2,No Recreation,10,near,3,2,8,36,2,212,1,0,1,0,120,10,0,1200,0,20
1,2,2,No Project,0,0,0,0,0,No Recreation,0,near,4,2,8,36,2,212,0,1,1,0,0,0,0,0,0,0
1,3,1,Project,500,40,120,0,2,Trails and Tables,25,near,5,3,15,36,3,213,0,0,1,40,120,25,1000,3000,0,50
1,3,2,No Project,0,0,0,0,0,No Recreation,0,near,6,3,15,36,3,213,1,1,1,0,0,0,0,0,0,0
1,4,1,Project,500,120,80,2,0,No Recreation,15,near,7,4,26,36,4,214,1,0,1,120,80,15,1800,1200,30,0
1,4,2,No Project,0,0,0,0,0,No Recreation,0,near,8,4,26,36,4,214,0,1,1,0,0,0,0,0,0,0
1,5,1,Project,50,120,120,6,12,No Recreation,25,near,9,5,27,36,5,215,0,0,1,120,120,25,3000,3000,150,300
1,5,2,No Project,0,0,0,0,0,No Recreation,0,near,10,5,27,36,5,215,1,1,1,0,0,0,0,0,0,0
1,6,1,Project,100,120,40,0,6,Picnic Tables,10,near,11,6,29,36,6,216,1,0,1,120,40,10,1200,400,0,60
1,6,2,No Project,0,0,0,0,0,No Recreation,0,near,12,6,29,36,6,216,0,1,1,0,0,0,0,0,0,0
2,1,1,Project,20,120,0,0,0,Trails and Tables,15,near,13,7,6,37,7,217,0,0,1,120,0,15,1800,0,0,0
2,1,2,No Project,0,0,0,0,0,No Recreation,0,near,14,7,6,37,7,217,1,1,1,0,0,0,0,0,0,0
2,2,1,Project,100,40,40,2,12,Maintained Trails,25,near,15,8,9,37,8,218,1,0,1,40,40,25,1000,1000,50,300
2,2,2,No Project,0,0,0,0,0,No Recreation,0,near,16,8,9,37,8,218,0,1,1,0,0,0,0,0,0,0
2,3,1,Project,5,120,120,2,0,Maintained Trails,25,near,17,9,12,37,9,219,1,0,1,120,120,25,3000,3000,50,0
2,3,2,No Project,0,0,0,0,0,No Recreation,0,near,18,9,12,37,9,219,0,1,1,0,0,0,0,0,0,0
